续命之徒：绝命毒师电影 El Camino: A Breaking Bad Movie,猫鼠游戏,老无所依,小丑,赴汤蹈火,爱尔兰人,骡子,华尔街之狼,,
骡子 The Mule,猫鼠游戏,网络谜踪,赴汤蹈火,老无所依,利刃出鞘,恐袭波士顿,,,
惊天魔盗团 Now You See Me,惊天魔盗团2,猫鼠游戏,利刃出鞘,禁闭岛,,,,,
蓝莓之夜,,,,,,,,,
边境杀手,,,,,,,,,
记忆碎片,禁闭岛,,,,,,,,
边境杀手,,,,,,,,,
套装,爱尔兰人,骡子,,,,,,,
精英部队 Tropa de Elite,边境杀手,训练日,赴汤蹈火,,,,,,
猫鼠游戏,,,,,,,,,
神秘河 Mystic River,换子疑云,大卫·戈尔的一生,囚徒,,,,,,
致命ID,小岛惊魂,万能钥匙,,,,,,,
阅后即焚,严肃的男人,缺席的人,巴斯特·斯克鲁格斯的歌谣,,,,,,
边境杀手 Sicario,边境杀手2：边境战士,赴汤蹈火,囚徒,老无所依,,,,,
记忆碎片,利刃出鞘,禁闭岛,龙纹身的女孩,惊天魔盗团,,,,,
猫鼠游戏,,,,,,,,,
美国精神病人 American Psycho,老无所依,十二宫,,,,,,,
美国黑帮 American Gangster,训练日,毁灭之路,纽约黑帮,无间道风云,,,,,
猎凶风河谷 Wind River,赴汤蹈火,边境杀手,囚徒,夜行者,套装,恐袭波士顿,老无所依,利刃出鞘,
龙纹身的女孩,梦之安魂曲,聚焦,,,,,,,
大象 Elephant,,,,,,,,,
感谢你抽烟,,,,,,,,,
火柴人,局内人,,,,,,,,
感谢你抽烟,,,,,,,,,
