,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
192,微不足道 Big Nothing,让-巴普蒂斯特·安德,大卫·休默,西蒙·佩吉,爱丽丝·伊芙,喜剧,惊悚,犯罪,英国,英语,2006,葬礼上的死亡,杀手没有假期,热血警探,七个神经病,偷拐抢骗,僵尸肖恩,捕蝇纸,两杆大烟枪,感谢你抽烟,买凶拍人
193,美国田园下的罪恶 An American Crime,汤米·奥·哈,艾利奥特·佩吉,哈蕾·麦克法兰,尼克·瑟西,剧情,犯罪,unknown,美国,英语,2007,末路狂花,追击者,一级恐惧,夜行者,天才瑞普利,香水,杀人回忆,熔炉,金福南杀人事件始末,恐怖直播
194,空房间 빈집,金基,在熙,李成延,李忠秀,剧情,爱情,犯罪,韩国,韩语,2004,春夏秋冬又一春,时间,重庆森林,花样年华,呼吸,苏州河,甜蜜蜜,弓,对她说,蓝白红三部曲之蓝
195,华尔街 Wall Street,奥利佛·斯,查理·辛,迈克尔·道格拉斯,达丽尔·汉纳,剧情,犯罪,unknown,美国,英语,1987,抢钱大作战,猫鼠游戏,华尔街：金钱永不眠,洛城机密,老无所依,十一罗汉,火柴人,赌城风云,骗中骗,王牌对王牌
196,不良教育 La mala educación,佩德罗·阿莫多,盖尔·加西亚·贝纳尔,费雷·马丁内兹,丹尼尔·希梅内斯·卡乔,剧情,悬疑,惊悚,西班牙,西班牙语,2004,欲望法则,时光驻留,每分钟120击,迷情站台,雾港水手,痛苦与荣耀,莫里斯,我自己的爱达荷,烈焰焚币,天鹅绒金矿
197,给爸爸的信 給爸爸的信,元,李连杰,梅艳芳,谢苗,剧情,动作,犯罪,中国香港,国语,1995,中南海保镖,精武英雄,新少林五祖,鼠胆龙威,黑侠,太极张三丰,黄飞鸿之二：男儿当自强,红番区,杀手之王,我是谁
198,追凶者也,曹保,刘烨,张译,段博文,剧情,喜剧,犯罪,中国大陆,国语,2016,烈日灼心,猫鼠游戏,误杀,暴裂无声,天下无贼,心迷宫,唐人街探案,神探,看不见的客人,解救吾先生
199,奇迹 奇蹟,成,成龙,梅艳芳,归亚蕾,剧情,喜剧,动作,中国香港,国语,1989,快餐车,A计划续集,醉拳2,双龙会,奇谋妙计五福星,龙兄虎弟,红番区,飞鹰计划,飞龙猛将,一个好人
200,守法公民 Law Abiding Citizen,F·加里·格,杰米·福克斯,杰拉德·巴特勒,科尔姆·米尼,剧情,动作,犯罪,美国,英语,2009,王牌对王牌,局内人,火柴人,非常嫌疑犯,危情三日,洛城机密,一级恐惧,十一罗汉,偷天换日,剑鱼行动
201,突袭2：暴徒 The Raid 2: Berandal,加雷斯·埃文,伊科·乌艾斯,朱莉·埃斯特尔,雅彦·鲁伊安,剧情,动作,犯罪,印度尼西亚,印尼语,2014,突袭,疾速追杀3,伸冤人,飓风营救,拳霸,暴力街区,精英部队,嗜人之夜,杀破狼,硬核亨利
202,处刑人 The Boondock Saints,特洛伊·达,威廉·达福,肖恩·派特里克·弗兰纳里,诺曼·瑞杜斯,剧情,动作,惊悚,美国,英语,1999,处刑人2,美国X档案,罪恶之城,哈里·布朗,落水狗,精英部队,天生杀人狂,出租车司机,暴力街区,怒火攻心
203,雌雄大盗 Bonnie and Clyde,阿瑟·佩,沃伦·比蒂,费·唐纳薇,迈克尔·波拉德,动作,传记,犯罪,美国,英语,1967,法外之徒,扒手,处女泉,独行杀手,精疲力尽,末路狂花,热天午后,祖与占,唐人街,码头风云
204,回归 Volver,佩德罗·阿莫多,佩内洛普·克鲁兹,卡门·毛拉,洛拉·杜埃尼亚斯,剧情,喜剧,悬疑,西班牙,西班牙语,2006,放大,八美图,唐人街,谜一样的双眼,穆赫兰道,后窗,泳池情杀案,不道德的审判,迷魂记,隐藏摄像机
205,赴汤蹈火 Hell or High Water,大卫·马肯,克里斯·派恩,本·福斯特,杰夫·布里吉斯,剧情,犯罪,西部,美国,英语,2016,猎凶风河谷,边境杀手,老无所依,冰血暴,劫匪,不可饶恕,夜行者,洛城机密,恐袭波士顿,骡子
206,速度与激情6 Furious 6,林诣,范·迪塞尔,保罗·沃克,道恩·强森,动作,犯罪,unknown,美国,英语,2013,速度与激情4,碟中谍3,金蝉脱壳,美国队长3,钢铁侠3,王牌特工：特工学院,惊天魔盗团,蝙蝠侠：黑暗骑士崛起,金刚狼,超凡蜘蛛侠2
207,卑劣的街头 비열한 거리,庾,赵寅成,李宝英,千虎珍,动作,惊悚,犯罪,韩国,韩语,2006,与犯罪的战争：坏家伙的全盛时代,新世界,黑社会,局内人,王者,老千,极恶非道,枪火,犯罪都市,黄海
208,古惑仔之人在江湖,刘伟,郑伊健,陈小春,吴镇宇,动作,犯罪,unknown,中国香港,国语,1996,古惑仔2之猛龙过江,97古惑仔战无不胜,98古惑仔之龙争虎斗,胜者为王,友情岁月山鸡故事,黑社会,英雄本色2,枪火,黑金,五亿探长雷洛传1：雷老虎
209,男孩别哭 Boys Don't Cry,金伯莉·皮尔,希拉里·斯万克,科洛·塞维尼,彼得·萨斯加德,剧情,爱情,犯罪,美国,英语,1999,为你钟情2,面子,自梳,同心难改,看不见的世界,不良教育,蓝宇,燃烧女子的肖像,高潮艺术,被拒人生
210,小委托人 어린 의뢰인,张圭,李东辉,柳善,高素熙,剧情,犯罪,unknown,韩国,韩语,2019,82年生的金智英,对不起，我们错过了你,恶人传,黄海,阳光普照,蒙太奇,追击者,国际市场,局内人,孟买酒店
211,走到尽头 끝까지 간다,金成,李善均,赵震雄,申正根,动作,惊悚,犯罪,韩国,韩语,2014,蒙太奇,特工,追击者,黄海,绝密跟踪,不可饶恕,不当交易,老千,老手,我是杀人犯
212,边缘日记 The Basketball Diaries,斯科特·卡尔维,莱昂纳多·迪卡普里奥,洛南·布雷科,玛丽琳·索科尔,剧情,传记,犯罪,美国,英语,1995,飞行家,猫鼠游戏,华尔街之狼,心之全蚀,斯图尔特：倒带人生,社交网络,胡佛,极速车王,末路狂花,血钻
213,烈焰焚币 Plata quemada,马西路·品尼,莱昂纳多·斯巴拉格利亚,爱德华多·诺列加,巴勃罗·埃查里,剧情,爱情,惊悚,阿根廷,西班牙语,2000,迷情站台,暗之光,自由坠落,心底的逆流,金发男子,欲盖弄潮,神父同志,上帝之国,莫里斯,我爱的男人
214,速度与激情 The Fast and the Furious,罗伯·科,保罗·沃克,范·迪塞尔,米歇尔·罗德里格兹,动作,犯罪,unknown,美国,英语,2001,速度与激情2,碟中谍3,玩命快递,猫鼠游戏,美国队长3,金刚狼,惊天魔盗团,钢铁侠,蜘蛛侠2,变形金刚2
215,狙击电话亭 Phone Booth,乔·舒马,科林·法瑞尔,基弗·萨瑟兰,福里斯特·惠特克,惊悚,犯罪,unknown,美国,英语,2002,非常嫌疑犯,记忆碎片,一级恐惧,心理游戏,禁闭岛,致命ID,万能钥匙,七宗罪,恐怖游轮,王牌对王牌
216,冰血暴 Fargo,乔尔·科,威廉姆·H·梅西,史蒂夫·布西密,彼得·斯特曼,剧情,惊悚,犯罪,美国,英语,1996,缺席的人,老无所依,热天午后,血迷宫,唐人街,谋杀绿脚趾,洛城机密,落水狗,美国X档案,末路狂花
217,十一罗汉 Ocean's Eleven,史蒂文·索德伯,乔治·克鲁尼,布拉德·皮特,马特·达蒙,惊悚,犯罪,unknown,美国,英语,2001,十三罗汉,十二罗汉,偷天换日,猫鼠游戏,空中监狱,剑鱼行动,火柴人,王牌对王牌,勇闯夺命岛,变脸
218,悲惨世界 Les Misérables,拉吉·,达米安·勃纳尔,亚历克西斯·曼蒂,贾布里勒·宗加,剧情,犯罪,unknown,法国,法语,2019,杰伊·比姆,南方车站的聚会,爱尔兰人,赴汤蹈火,理查德·朱维尔的哀歌,孟买酒店,骡子,小丑,绅士们,原钻
219,疾速追杀3 John Wick: Chapter 3 - Parabellum,查德·斯塔赫斯,基努·里维斯,哈莉·贝瑞,劳伦斯·菲什伯恩,动作,惊悚,犯罪,美国,英语,2019,疾速追杀2,惊天营救,小人物,飓风营救,伸冤人,碟中谍5：神秘国度,安娜,壮志凌云2：独行侠,突袭,谍影重重3
220,训练日 Training Day,安东尼·福奎,丹泽尔·华盛顿,伊桑·霍克,斯科特·格伦,剧情,惊悚,犯罪,美国,英语,2001,美国黑帮,盗火线,局内人,借刀杀人,剑鱼行动,空中监狱,王牌对王牌,洛城机密,偷天换日,十一罗汉
221,夺魂索 Rope,阿尔弗雷德·希区柯,约翰·道尔,法利·格兰杰,詹姆斯·斯图尔特,悬疑,惊悚,犯罪,美国,英语,1948,火车怪客,电话谋杀案,贵妇失踪记,爱德华大夫,西北偏北,擒凶记,三十九级台阶,深闺疑云,辣手摧花,后窗
222,猜火车2 T2 Trainspotting,丹尼·博伊,伊万·麦克格雷格,约翰尼·李·米勒,罗伯特·卡莱尔,剧情,犯罪,unknown,英国,英语,2017,八恶人,猜火车,偷拐抢骗,两杆大烟枪,巴斯特·斯克鲁格斯的歌谣,大佛普拉斯,低俗小说,荒蛮故事,绅士们,好莱坞往事
223,少数派报告 Minority Report,史蒂文·斯皮尔伯,汤姆·克鲁斯,科林·法瑞尔,马克斯·冯·叙多夫,科幻,惊悚,犯罪,美国,英语,2002,我，机器人,黑客帝国2：重装上阵,超时空接触,第五元素,十二猴子,这个男人来自地球,终结者,明日边缘,我是传奇,第九区
224,续命之徒：绝命毒师电影 El Camino: A Breaking Bad Movie,文斯·吉里,亚伦·保尔,乔纳森·班克斯,马特·琼斯,剧情,惊悚,犯罪,美国,英语,2019,猫鼠游戏,老无所依,小丑,赴汤蹈火,爱尔兰人,骡子,华尔街之狼,杀人回忆,孟买酒店,绅士们
225,虎豹小霸王 Butch Cassidy and the Sundance Kid,乔治·罗伊·希,保罗·纽曼,罗伯特·雷德福,凯瑟琳·罗斯,剧情,犯罪,西部,美国,英语,1969,日落黄沙,黄昏双镖客,荒野大镖客,正午,西部往事,杀手,红河,关山飞渡,骗中骗,黄金三镖客
226,骡子 The Mule,克林特·伊斯特伍,克林特·伊斯特伍德,布莱德利·库珀,劳伦斯·菲什伯恩,剧情,犯罪,unknown,美国,英语,2018,猫鼠游戏,网络谜踪,赴汤蹈火,老无所依,特工,利刃出鞘,杀人回忆,阳光普照,猎凶风河谷,恐袭波士顿
227,新警察故事,陈木,成龙,谢霆锋,杨采妮,剧情,动作,惊悚,中国大陆,国语,2004,杀破狼,我是谁,警察故事,精武英雄,红番区,A计划,叶问,门徒,醉拳,尖峰时刻
228,惊天魔盗团 Now You See Me,路易斯·莱特里,杰西·艾森伯格,艾拉·菲舍尔,伍迪·哈里森,剧情,悬疑,犯罪,美国,英语,2013,惊天魔盗团2,猫鼠游戏,催眠大师,看不见的客人,金蝉脱壳,致命魔术,利刃出鞘,七宗罪,速度与激情6,禁闭岛
229,天国与地狱 天国と地獄,黑泽,三船敏郎,仲代达矢,香川京子,剧情,犯罪,unknown,日本,日语,1963,野良犬,恶汉甜梦,泥醉天使,杀手,复仇在我,男人的争斗,处女泉,双重赔偿,扒手,红圈
230,旺角卡门 旺角卡門,王家,刘德华,张学友,张曼玉,剧情,爱情,犯罪,中国香港,国语,1988,天若有情,堕落天使,2046,重庆森林,花样年华,甜蜜蜜,胭脂扣,黑社会,蓝莓之夜,秋天的童话
231,天生杀人狂 Natural Born Killers,奥利佛·斯,伍迪·哈里森,朱丽叶特·刘易斯,小罗伯特·唐尼,剧情,动作,犯罪,美国,英语,1994,罪恶之城,出租车司机,发条橙,末路狂花,落水狗,美国X档案,搏击俱乐部,上帝之城,杀死比尔,金刚不坏
232,座头市 座頭市,北野,北野武,浅野忠信,大楠道代,剧情,喜剧,动作,日本,日语,2003,大佬,凶暴的男人,椿三十郎,十三刺客,奏鸣曲,荒野大镖客,大菩萨岭,花火,极恶非道2,黄昏双镖客
233,非常突然,游达,任达华,刘青云,蒙嘉慧,剧情,犯罪,unknown,中国香港,国语,1998,机动部队,跟踪,冲锋队之怒火街头,暗战,爆裂刑警,高度戒备,省港旗兵,野兽刑警,大事件,人民英雄
234,五亿探长雷洛传1：雷老虎 五億探長雷洛傳：雷老虎,刘国,刘德华,张敏,邱淑贞,剧情,动作,爱情,中国香港,国语,1991,五亿探长雷洛传2：父子情仇,跛豪,黑金,黑社会,龙在边缘,岁月风云之上海皇帝,古惑仔2之猛龙过江,江湖,97古惑仔战无不胜,上海皇帝之雄霸天下
235,尼罗河上的惨案 Poirot: Death on the Nile,安迪·威尔,大卫·苏切,詹姆斯·福克斯,爱玛·格里菲斯·马琳,剧情,悬疑,犯罪,英国,英语,2004,阳光下的罪恶,啤酒谋杀案,ABC谋杀案,东方快车谋杀案,尼罗河上的惨案,悬崖山庄奇案,H庄园的一次午餐,葬礼之后,高尔夫球场的疑云,三幕悲剧
236,疾速追杀2 John Wick: Chapter 2,查德·斯塔赫斯,基努·里维斯,里卡多·斯卡马乔,伊恩·麦柯肖恩,动作,惊悚,犯罪,美国,英语,2017,疾速追杀3,飓风营救,碟中谍3,伸冤人,小人物,突袭,谍影重重2,会计刺客,边境杀手,安娜
237,看见恶魔 악마를 보았다,金知,李秉宪,崔岷植,金诗云,剧情,惊悚,犯罪,韩国,韩语,2010,追击者,我要复仇,黄海,金福南杀人事件始末,阿修罗,不可饶恕,亲切的金子,老千,邻居,与犯罪的战争：坏家伙的全盛时代
238,追捕 君よ憤怒の河を渉れ,佐藤纯,高仓健,原田芳雄,西村晃,剧情,动作,犯罪,日本,日语,1976,人证,尼罗河上的惨案,砂之器,东方快车谋杀案,阳光下的罪恶,佐罗,西北偏北,亡命天涯,405谋杀案,三十九级台阶
239,寻枪,陆,姜文,宁静,伍宇娟,剧情,悬疑,犯罪,中国大陆,国语,2002,神探,记忆碎片,杀人回忆,白日焰火,禁闭岛,追随,非常嫌疑犯,追凶者也,致命魔术,心迷宫
240,疾速追杀 John Wick,大卫·雷,基努·里维斯,迈克尔·恩奎斯特,阿尔菲·艾伦,动作,惊悚,犯罪,美国,英语,2014,疾速追杀2,伸冤人,小人物,飓风营救,碟中谍5：神秘国度,突袭2：暴徒,谍影重重2,疯狂的麦克斯4：狂暴之路,边境杀手,安娜
241,极限职业 극한직업,李炳,柳承龙,李荷妮,陈善圭,喜剧,动作,犯罪,韩国,韩语,2019,极限逃生,6/45,检察官外传,率性而活,幸运钥匙,老手,青年警察,疯狂的石头,摄影机不要停！,死侍2：我爱我家
242,的士速递 Taxi,吉拉尔·皮,萨米·纳塞利,玛丽昂·歌迪亚,弗雷德里克·迪芬塔尔,喜剧,动作,犯罪,法国,法语,1998,的士速递2,憨豆特工,你丫闭嘴！,冒牌天神,小鬼当家,食神,逃学威龙,鹿鼎记,国产凌凌漆,变相怪杰
243,小人物 Nobody,伊利亚·奈舒,鲍勃·奥登科克,阿列克谢·谢列布里亚科夫,康妮·尼尔森,动作,犯罪,unknown,美国,英语,2021,疾速追杀3,惊天营救,绅士们,伸冤人,犯罪都市2,人之怒,壮志凌云2：独行侠,子弹列车,飓风营救,突袭2：暴徒
244,黑金,麦当,刘德华,梁家辉,孙佳君,剧情,动作,犯罪,中国香港,国语,1997,黑社会,跛豪,五亿探长雷洛传1：雷老虎,枪火,放·逐,江湖,暗花,古惑仔之人在江湖,O记三合会档案,龙在边缘
245,学校风云 學校風雲,林岭,袁洁莹,张耀扬,刘松仁,剧情,动作,惊悚,中国香港,国语,1988,三狼奇案,黑社会,跛豪,龙虎风云,黑金,省港旗兵,人民英雄,监狱风云2：逃犯,岁月风云之上海皇帝,喋血街头
246,美好的世界 すばらしき世界,西川美,役所广司,仲野太贺,长泽雅美,剧情,犯罪,unknown,日本,日语,2020,杰伊·比姆,悲惨世界,套装,智齿,孤狼之血,宿敌,不可饶恕,爱尔兰人,孟买酒店,骡子
247,监狱风云2：逃犯 監獄風雲II逃犯,林岭,周润发,陈松勇,胡耀宗,剧情,动作,犯罪,中国香港,国语,1991,监狱风云,和平饭店,给爸爸的信,英雄本色2,喋血双雄,龙虎风云,赌神2,精武英雄,红番区,A计划续集
248,精英部队 Tropa de Elite,何塞·帕迪里,瓦格纳·马拉,卡约·胡恩奎拉,安德烈·拉米罗,剧情,动作,惊悚,巴西,葡萄牙语,2007,精英部队2：大敌当前,边境杀手,训练日,盗火线,突袭,洛城机密,飓风营救,王牌对王牌,勇闯夺命岛,赴汤蹈火
249,子弹横飞百老汇 Bullets Over Broadway,伍迪·艾,约翰·库萨克,黛安·韦斯特,詹妮弗·提莉,喜剧,犯罪,unknown,美国,英语,1994,西力传,爱与死,好莱坞式结局,星尘往事,无线电时代,业余小偷,香蕉,傻瓜入狱记,解构爱情狂,非强力春药
250,解救吾先生,丁,刘德华,刘烨,王千源,剧情,犯罪,unknown,中国大陆,国语,2015,门徒,湄公河行动,烈日灼心,猫鼠游戏,追凶者也,无双,毒战,寒战,全民目击,无间道
251,火车怪客 Strangers on a Train,阿尔弗雷德·希区柯,法利·格兰杰,罗伯特·沃克,露丝·罗曼,惊悚,犯罪,黑色电影,美国,英语,1951,贵妇失踪记,擒凶记,三十九级台阶,夺魂索,深闺疑云,辣手摧花,狂凶记,爱德华大夫,西北偏北,电话谋杀案
252,奏鸣曲 ソナチネ,北野,北野武,国舞亚矢,渡边哲,剧情,犯罪,unknown,日本,日语,1993,大佬,凶暴的男人,极恶非道,3–4x10月,花火,座头市,疤面煞星,黑社会,好家伙,复仇在我
253,神秘河 Mystic River,克林特·伊斯特伍,西恩·潘,蒂姆·罗宾斯,凯文·贝肯,剧情,悬疑,惊悚,美国,英语,2003,非常嫌疑犯,洛城机密,心理游戏,一级恐惧,换子疑云,大卫·戈尔的一生,谜一样的双眼,唐人街,追随,囚徒
254,A计划续集 A計劃續集,成,成龙,张曼玉,关之琳,喜剧,动作,犯罪,中国香港,国语,1987,A计划,快餐车,飞鹰计划,双龙会,红番区,醉拳2,警察故事续集,我是谁,龙兄虎弟,城市猎人
255,亡命天涯 The Fugitive,安德鲁·戴维,哈里森·福特,汤米·李·琼斯,雪拉·渥德,剧情,动作,悬疑,美国,英语,1993,空军一号,生死时速,虎胆龙威,断箭,勇闯夺命岛,空中监狱,国家公敌,真实的谎言,蒸发密令,浪人
256,辣手神探,吴宇,周润发,梁朝伟,毛舜筠,剧情,动作,惊悚,中国香港,国语,1992,喋血双雄,和平饭店,龙虎风云,给爸爸的信,英雄本色2,监狱风云2：逃犯,侠盗高飞,精武英雄,重案组,冲锋队之怒火街头
257,艋舺,钮承,赵又廷,阮经天,凤小岳,剧情,动作,犯罪,中国台湾,国语,2010,古惑仔之人在江湖,黑社会,枪火,新宿事件,美国往事,教父,97古惑仔战无不胜,放·逐,黑金,无间道2
258,红龙 Red Dragon,布莱特·拉特,安东尼·霍普金斯,爱德华·诺顿,拉尔夫·费因斯,惊悚,犯罪,unknown,美国,英语,2002,汉尼拔,少年汉尼拔,沉默的羔羊,一级恐惧,闪灵,寂静岭,致命ID,小岛惊魂,七宗罪,万能钥匙
259,特写 کلوزآپ,阿巴斯·基亚罗斯塔,Hossain Sabzian,莫森·玛克玛尔巴夫,Abolfazl Ahankhah,剧情,犯罪,unknown,伊朗,波斯语,1990,持摄影机的人,拾穗者,家庭作业,扒手,法外之徒,塔可夫斯基：在电影中祈祷,十段生命的共振,阿涅斯论瓦尔达,钱,24帧
260,偷天陷阱 Entrapment,乔恩·阿米,肖恩·康纳利,凯瑟琳·泽塔-琼斯,文·瑞姆斯,动作,爱情,惊悚,美国,英语,1999,偷天换日,生死时速,勇闯夺命岛,空中监狱,空军一号,断箭,真实的谎言,剑鱼行动,国家公敌,虎胆龙威4
261,"逃狱三王 O Brother, Where Art Thou?",乔尔·科,乔治·克鲁尼,约翰·特托罗,蒂姆·布雷克·尼尔森,喜剧,犯罪,冒险,英国,英语,2000,谋杀绿脚趾,阅后即焚,偷拐抢骗,严肃的男人,抚养亚利桑纳,影子大亨,缺席的人,巴斯特·斯克鲁格斯的歌谣,杀手没有假期,七个神经病
262,边境杀手 Sicario,丹尼斯·维伦纽,艾米莉·布朗特,本尼西奥·德尔·托罗,乔什·布洛林,剧情,惊悚,犯罪,美国,英语,2015,边境杀手2：边境战士,赴汤蹈火,猎凶风河谷,精英部队,囚徒,疾速追杀2,老无所依,伸冤人,会计刺客,黄海
263,大侦探福尔摩斯2：诡影游戏 Sherlock Holmes: A Game of Shadows,盖·里,小罗伯特·唐尼,裘德·洛,瑞秋·麦克亚当斯,动作,悬疑,犯罪,美国,英语,2011,大侦探福尔摩斯,达·芬奇密码,致命魔术,记忆碎片,利刃出鞘,禁闭岛,神探夏洛克：可恶的新娘,龙纹身的女孩,惊天魔盗团,七宗罪
264,三个老枪手 Going in Style,扎克·布拉,迈克尔·凯恩,摩根·弗里曼,艾伦·阿金,喜剧,犯罪,unknown,美国,英语,2017,王牌保镖,女间谍,神偷联盟,死侍,秘密特工,热血警探,游戏之夜,猫鼠游戏,两杆大烟枪,追凶者也
265,红番区 紅番區,唐季,成龙,梅艳芳,叶芳华,喜剧,动作,犯罪,中国香港,国语,1995,我是谁,A计划续集,双龙会,飞鹰计划,霹雳火,醉拳2,快餐车,一个好人,警察故事3：超级警察,给爸爸的信
266,美国精神病人 American Psycho,玛丽·哈,克里斯蒂安·贝尔,贾斯汀·塞洛克斯,乔什·卢卡斯,剧情,惊悚,犯罪,美国,英语,2000,一级恐惧,机械师,老无所依,闪灵,红龙,十二宫,汉尼拔,危情十日,惊魂记,天才瑞普利
267,美国黑帮 American Gangster,雷德利·斯科,丹泽尔·华盛顿,罗素·克劳,切瓦特·埃加福,剧情,犯罪,unknown,美国,英语,2007,忠奸人,赌城风云,训练日,情枭的黎明,好家伙,毁灭之路,疤面煞星,纽约黑帮,盗火线,无间道风云
268,猎凶风河谷 Wind River,泰勒·谢里,杰瑞米·雷纳,伊丽莎白·奥尔森,凯尔西·周,剧情,悬疑,犯罪,英国,英语,2017,赴汤蹈火,边境杀手,囚徒,特工,夜行者,套装,恐袭波士顿,老无所依,利刃出鞘,目击者之追凶
269,男孩A Boy A,约翰·克劳,安德鲁·加菲尔德,彼得·穆兰,希欧布罕·芬内朗,剧情,犯罪,unknown,英国,英语,2007,美国X档案,天才瑞普利,末路狂花,香水,一级恐惧,龙纹身的女孩,七宗罪,杀手没有假期,梦之安魂曲,聚焦
270,大象 Elephant,格斯·范·桑,阿里克斯·弗罗斯特,约翰·罗宾森,埃里克·德伦,剧情,犯罪,unknown,美国,英语,2003,天生杀人狂,发条橙,出租车司机,末路狂花,搏击俱乐部,罪恶之城,落水狗,这就是英格兰,上帝之城,人咬狗
271,白日焰火,刁亦,廖凡,桂纶镁,王学兵,剧情,悬疑,犯罪,中国大陆,国语,2014,南方车站的聚会,烈日灼心,追凶者也,杀人回忆,催眠大师,神探,全民目击,看不见的客人,暴裂无声,心迷宫
272,老手 베테랑,柳昇,黄政民,刘亚仁,柳海真,剧情,动作,犯罪,韩国,韩语,2015,老千,检察官外传,阿修罗,黄海,犯罪都市,绝密跟踪,夺宝联盟,走到尽头,恶人传,从邪恶中拯救我
273,江湖儿女,贾樟,赵涛,廖凡,徐峥,爱情,犯罪,unknown,中国大陆,国语,2018,三峡好人,重庆森林,花样年华,苏州河,小武,山河故人,路边野餐,一一,南方车站的聚会,推拿
274,扫毒 掃毒,陈木,古天乐,张家辉,刘青云,剧情,动作,悬疑,中国大陆,国语,2013,门徒,毒战,窃听风云,寒战2,杀破狼,湄公河行动,新警察故事,使徒行者,速度与激情6,线人
275,王者 더 킹,韩在,赵寅成,郑雨盛,裴晟祐,剧情,动作,犯罪,韩国,韩语,2017,老千,与犯罪的战争：坏家伙的全盛时代,卑劣的街头,局内人,阿修罗,不当交易,新世界,检察官外传,老手,骗子
276,踏血寻梅 踏血尋梅,翁子,郭富城,春夏,白只,剧情,悬疑,犯罪,中国香港,国语,2015,神探,杀人回忆,门徒,追凶者也,白日焰火,烈日灼心,血观音,心迷宫,暴裂无声,看不见的客人
277,杀人者的记忆法 살인자의 기억법,元新,薛景求,金南佶,金雪炫,剧情,悬疑,惊悚,韩国,韩语,2017,蒙太奇,不可饶恕,特工,记忆之夜,追击者,目击者之追凶,那家伙的声音,杀人回忆,邻居,电话
278,犯罪都市 범죄도시,姜允,马东锡,尹启相,赵在允,动作,犯罪,unknown,韩国,韩语,2017,犯罪都市2,恶人传,与犯罪的战争：坏家伙的全盛时代,阿修罗,老手,新世界,从邪恶中拯救我,卑劣的街头,黄海,局内人
279,尽情游戏 Micmacs à tire-larigot,让-皮埃尔·热,丹尼·伯恩,安德烈·杜索里埃,多米尼克·皮侬,喜剧,犯罪,unknown,法国,法语,2009,黑店狂想曲,你丫闭嘴！,欢迎来北方,葬礼上的死亡,微不足道,七个神经病,偷拐抢骗,热血警探,感谢你抽烟,杀手没有假期
280,岁月风云之上海皇帝 歲月風雲之上海皇帝,潘文,吕良伟,郑则仕,徐锦江,剧情,悬疑,犯罪,中国香港,国语,1993,上海皇帝之雄霸天下,跛豪,四大家族之龙虎兄弟,五亿探长雷洛传1：雷老虎,黑金,黑社会,O记三合会档案,龙在边缘,江湖情,古惑仔之人在江湖
281,海扁王 Kick-Ass,马修·沃,亚伦·泰勒-约翰逊,科洛·莫瑞兹,尼古拉斯·凯奇,喜剧,动作,犯罪,美国,英语,2010,宿醉,海扁王2,食神,冒牌天神,国产凌凌漆,变相怪杰,泰迪熊,王牌特工：特工学院,疯狂的赛车,僵尸肖恩
282,捕蝇纸 Flypaper,罗伯·明可,帕特里克·德姆西,艾什莉·贾德,蒂姆·布雷克·尼尔森,喜剧,悬疑,犯罪,美国,英语,2011,微不足道,七个神经病,火柴人,宿醉,非常嫌疑犯,偷拐抢骗,热血警探,局内人,杀手没有假期,王牌对王牌
283,敲开天堂的门 Knockin' on Heaven's Door,托马斯·雅,蒂尔·施威格,扬·约瑟夫·利费斯,蒂埃里·范·维凡客,剧情,喜剧,动作,德国,德语,1997,杀手没有假期,偷拐抢骗,微不足道,热天午后,葬礼上的死亡,谋杀绿脚趾,七个神经病,两杆大烟枪,感谢你抽烟,午夜狂奔
284,恶魔 Les Diaboliques,亨利-乔治·克鲁,西蒙·西涅莱,薇拉·克劳佐,保罗·默里斯,剧情,悬疑,惊悚,法国,法语,1955,恐惧的代价,第三人,乌鸦,双重赔偿,M就是凶手,桃色血案,电话谋杀案,足迹,唐人街,历劫佳人
