,title,director0,attr0,attr1,attr2,genre0,genre1,genre2,region0,lang0,ReleaseDate,rd0,rd1,rd2,rd3,rd4,rd5,rd6,rd7,rd8,rd9
187,蝴蝶梦 Rebecca,阿尔弗雷德·希区柯,劳伦斯·奥利弗,琼·芳登,乔治·桑德斯,剧情,爱情,悬疑,美国,英语,1940,爱德华大夫,深闺疑云,贵妇失踪记,迷魂记,美人计,西北偏北,后窗,三十九级台阶,电话谋杀案,夺魂索
188,狼少年 늑대소년,赵圣,宋仲基,朴宝英,柳演锡,爱情,奇幻,unknown,韩国,韩语,2012,我脑中的橡皮擦,恋恋笔记本,假如爱有天意,泰坦尼克号,暮光之城,他是龙,内在美,傲慢与偏见,我的野蛮女友,遇见你之前
189,海滩的一天 海灘的一天,杨德,张艾嘉,胡因梦,徐明,剧情,爱情,unknown,中国台湾,国语,1983,青梅竹马,独立时代,卡比利亚之夜,午后之爱,秋天的故事,婚姻生活,冬天的故事,大路,绿光,偶然与想象
190,仙履奇缘 Cinderella,克莱德·杰洛尼,艾琳·伍兹,艾莉诺·阿德里,薇娜·费尔顿,爱情,动画,歌舞,美国,英语,1950,睡美人,白雪公主和七个小矮人,小美人鱼,木偶奇遇记,阿拉丁,美女与野兽,小鹿斑比,小飞侠,爱丽丝梦游仙境,花木兰
191,蒂凡尼的早餐 Breakfast at Tiffany's,布莱克·爱德华,奥黛丽·赫本,乔治·佩帕德,帕德里夏·妮尔,剧情,喜剧,爱情,美国,英语,1961,罗马假日,窈窕淑女,龙凤配,魂断蓝桥,诺丁山,人鬼情未了,爱在日落黄昏时,西雅图未眠夜,甜姐儿,恋恋笔记本
192,无姓之人 Mr. Nobody,雅克·范·多梅,杰瑞德·莱托,萨拉·波莉,黛安·克鲁格,剧情,爱情,科幻,加拿大,英语,2009,这个男人来自地球,超时空接触,月球,十二猴子,2001太空漫游,异次元骇客,K星异客,千钧一发,第九区,降临
193,我在雨中等你 The Art of Racing in the Rain,西蒙·柯蒂,凯文·科斯特纳,米洛·文堤米利亚,阿曼达·塞弗里德,剧情,喜剧,爱情,美国,英语,2019,多哥,给我翅膀,野性的呼唤,流浪猫鲍勃,忠犬帕尔玛,一条狗的使命,疯狂动物城,为你取名的那一天,丛林赤子心,南极大冒险
194,初恋这首情歌 Sing Street,约翰·卡,福迪亚·瓦尔什-匹罗,露西·宝通,杰克·莱诺,剧情,爱情,音乐,爱尔兰,英语,2016,再次出发之纽约遇见你,爱乐之城,曾经,爱在黎明破晓前,醉乡民谣,重庆森林,花束般的恋爱,波西米亚狂想曲,如晴天，似雨天,午夜巴黎
195,本命年,谢,姜文,程琳,岳红,剧情,爱情,unknown,中国大陆,国语,1990,立春,三峡好人,小武,站台,悲情城市,一一,孔雀,太阳照常升起,变脸,独立时代
196,柏林苍穹下 Der Himmel über Berlin,维姆·文德,布鲁诺·冈茨,索尔维格·多马尔坦,奥托·山德尔,剧情,爱情,奇幻,西德,德语,1987,德州巴黎,祖与占,卡比利亚之夜,大路,对她说,新桥恋人,夜,蚀,蓝白红三部曲之蓝,去年在马里昂巴德
197,戏梦巴黎 The Dreamers,贝纳尔多·贝托鲁,迈克尔·皮特,伊娃·格林,路易·加瑞尔,剧情,爱情,情色,法国,法语,2003,情人,女性瘾者：第一部,苦月亮,白日美人,大开眼戒,色，戒,云上的日子,一一,花样年华,蓝白红三部曲之蓝
198,水牛城66 Buffalo '66,文森特·加,文森特·加洛,克里斯蒂娜·里奇,本·戈扎那,剧情,喜剧,爱情,美国,英语,1998,祖与占,德州巴黎,卡比利亚之夜,对她说,坏血,大路,天堂陌影,新桥恋人,安妮·霍尔,堕落天使
199,精疲力尽 À bout de souffle,让-吕克·戈达,珍·茜宝,让-保罗·贝尔蒙多,达尼埃尔·布朗热,剧情,爱情,犯罪,法国,法语,1960,祖与占,法外之徒,狂人皮埃罗,卡比利亚之夜,随心所欲,大路,蚀,去年在马里昂巴德,扒手,春天的故事
200,马戏团 The Circus,查理·卓别,查理·卓别林,阿尔·欧内斯特·加西亚,梅尔纳·肯尼迪,喜剧,爱情,unknown,美国,英语,1928,寻子遇仙记,淘金记,城市之光,发薪日,从军记,卓别林短片精选,大独裁者,福尔摩斯二世,狗的生活,七次机会
201,大内密探零零发 大內密探零零發,谷德,周星驰,刘嘉玲,李若彤,喜剧,动作,爱情,中国香港,国语,1996,食神,国产凌凌漆,逃学威龙,鹿鼎记,百变星君,整蛊专家,九品芝麻官,赌圣,审死官,赌侠
202,归来,张艺,陈道明,巩俐,张慧雯,剧情,爱情,历史,中国大陆,国语,2014,罗马假日,甜蜜蜜,泰坦尼克号,花样年华,饮食男女,重庆森林,亲爱的,我的父亲母亲,山河故人,爱乐之城
203,黄昏的清兵卫 たそがれ清兵衛,山田洋,真田广之,宫泽理惠,小林稔侍,剧情,爱情,历史,日本,日语,2002,隐剑鬼爪,武士的一分,浮云,情迷意乱,卡比利亚之夜,其后,远山的呼唤,无言的山丘,女人步上楼梯时,大路
204,我的名字叫可汗 My Name Is Khan,卡伦·乔哈,沙鲁克·汗,卡卓儿,肖恩·哈珀,剧情,爱情,unknown,印度,印地语,2010,加油，印度！,贫民窟的百万富翁,叫我第一名,荒岛余生,自闭历程,国王的演讲,地球上的星星,127小时,听见天堂,当幸福来敲门
205,赛末点 Match Point,伍迪·艾,乔纳森·莱斯·梅耶斯,斯嘉丽·约翰逊,马修·古迪,剧情,爱情,悬疑,英国,英语,2005,午夜巴塞罗那,曼哈顿,爱在日落黄昏时,安妮·霍尔,偷心,诺丁山,当哈利遇到莎莉,面纱,和莎莫的500天,甜蜜蜜
206,未知死亡 Ghajini,A.R.目虏古多,阿米尔·汗,缇努·阿南德,阿辛,剧情,动作,爱情,印度,印地语,2008,为爱毁灭,罗马假日,未知死亡,幻影车神：魔盗激情,印度往事,谍影重重3,恋恋笔记本,泰坦尼克号,飓风营救,记忆碎片
207,婚姻生活 Scener ur ett äktenskap,英格玛·伯格,丽芙·乌曼,厄兰·约瑟夫森,古内尔·林德布洛姆,剧情,爱情,unknown,瑞典,瑞典语,1973,卡比利亚之夜,秋日奏鸣曲,午后之爱,祖与占,大路,慕德家一夜,夜,萨拉邦德,不良少女莫妮卡,安娜的情欲
208,小妇人 Little Women,格蕾塔·葛韦,西尔莎·罗南,艾玛·沃森,弗洛伦丝·皮尤,剧情,爱情,unknown,美国,英语,2019,傲慢与偏见,婚姻故事,爱在黎明破晓前,花束般的恋爱,纽约的一个雨天,爱乐之城,罗马假日,重庆森林,恋恋笔记本,赎罪
209,金玉满堂 金玉滿堂,徐,张国荣,袁咏仪,钟镇涛,喜剧,爱情,unknown,中国香港,国语,1995,花田喜事,大富之家,食神,射雕英雄传之东成西就,97家有喜事,家有喜事,锦绣前程,鹿鼎记,国产凌凌漆,九品芝麻官
210,和莎莫的500天 (500) Days of Summer,马克·韦,约瑟夫·高登-莱维特,佐伊·丹斯切尔,吉奥弗瑞·阿伦德,剧情,喜剧,爱情,美国,英语,2009,两小无猜,爱在日落黄昏时,他其实没那么喜欢你,恋恋笔记本,午夜巴塞罗那,诺丁山,一天,当哈利遇到莎莉,志明与春娇,重庆森林
211,窈窕淑女 My Fair Lady,乔治·库,奥黛丽·赫本,雷克斯·哈里森,斯坦利·霍洛威,剧情,爱情,歌舞,美国,英语,1964,蒂凡尼的早餐,龙凤配,罗马假日,甜姐儿,魂断蓝桥,偷龙转凤,一夜风流,雨中曲,爱在黎明破晓前,红磨坊
212,春天的故事 Conte de printemps,埃里克·侯,安娜·特塞德雷,休格·奎斯特,弗洛朗丝·达雷尔 ,剧情,喜剧,爱情,法国,法语,1990,秋天的故事,冬天的故事,夏天的故事,女友的男友,绿光,午后之爱,人约巴黎,飞行员的妻子,沙滩上的宝莲,慕德家一夜
213,西伯利亚的理发师 Сибирский цирюльник,尼基塔·米哈尔科,朱莉娅·奥蒙德,欧列格·缅希科夫,阿列克谢·彼得连科,剧情,喜剧,爱情,俄罗斯,俄语,1998,走出非洲,对她说,邮差,祖与占,两个人的车站,莫斯科不相信眼泪,英国病人,纯真年代,看得见风景的房间,新桥恋人
214,诺丁山 Notting Hill,罗杰·米歇,朱莉娅·罗伯茨,休·格兰特,理查德·麦凯布,喜剧,爱情,unknown,英国,英语,1999,西雅图未眠夜,漂亮女人,罗马假日,恋恋笔记本,人鬼情未了,天使之城,真爱至上,当哈利遇到莎莉,爱在日落黄昏时,他其实没那么喜欢你
215,遇见你之前 Me Before You,西娅·夏罗,艾米莉亚·克拉克,山姆·克拉弗林,珍妮·麦克蒂尔,剧情,爱情,unknown,英国,英语,2016,恋恋笔记本,爱在黎明破晓前,罗马假日,一天,诺丁山,爱乐之城,爱你，罗茜,傲慢与偏见,花束般的恋爱,他其实没那么喜欢你
216,初吻 La boum,克洛德·皮诺,克洛德·布拉瑟,布丽吉特·佛西,苏菲·玛索,喜剧,爱情,unknown,法国,法语,1980,芳芳,初吻2,爱在黎明破晓前,罗马假日,重庆森林,恋恋笔记本,花样年华,心动的感觉,蒂凡尼的早餐,诺丁山
217,上帝之国 God's Own Country,弗朗西斯·,乔什·奥康纳,亚力克·塞克雷亚努,杰玛·琼斯,剧情,爱情,同性,英国,英语,2017,金发男子,每分钟120击,自由坠落,夏威夷,喜欢，轻吻，快跑,暗之光,迷情站台,莫里斯,我的冠军男友,周末时光
